fecha_enc_vent,score,canal_venta
2023-02-21,6.7,TEL
2023-02-21,6.0,WA
2023-02-22,7.3,PRE
2023-02-22,6.3,TEL
2023-02-22,8.2,WA
2023-02-22,9.9,MAIL
2023-02-22,7.7,WA
2023-02-23,8.1,WA
2023-02-23,8.2,PRE
2023-02-23,3.1,WA
2023-02-23,7.3,TEL
2023-02-23,8.1,WA
2023-02-23,6.6,WA
2023-02-23,8.1,WA
2023-02-23,7.5,WA
2023-02-23,7.8,WA
2023-02-23,6.5,WA
2023-02-23,7.3,TEL
2023-02-23,7.1,PRE
2023-02-23,7.7,WA
2023-02-23,6.7,WA
2023-02-24,9.5,PRE
2023-02-24,8.3,WA
2023-02-24,6.7,PRE
2023-02-24,8.9,PRE
2023-02-24,7.6,TEL
2023-02-24,6.5,TEL
2023-02-24,9.4,TEL
2023-02-24,6.8,WA
2023-02-24,8.5,TEL
2023-02-27,7.7,PRE
2023-02-27,8.3,WA
2023-02-27,6.9,WA
2023-02-27,7.2,TEL
2023-02-27,10.0,WA
2023-02-27,8.5,TEL
2023-02-27,7.4,WA
2023-02-27,4.5,TEL
2023-02-28,7.1,WA
2023-02-28,10.0,PRE
2023-02-28,8.3,TEL
2023-02-28,8.5,WA
2023-02-28,8.5,WA
2023-02-28,8.2,WA
2023-02-28,7.8,PRE
2023-02-28,6.1,WA
2023-02-28,8.6,TEL
2023-02-28,8.7,WA
2023-02-28,8.2,TEL
2023-02-28,7.8,PRE
2023-02-28,8.4,PRE
2023-02-28,7.6,TEL
2023-03-01,9.0,TEL
2023-03-01,8.0,TEL
2023-03-01,9.7,PRE
2023-03-01,9.6,WA
2023-03-01,7.6,WA
2023-03-01,8.2,WA
2023-03-01,6.2,MAIL
2023-03-02,7.8,PRE
2023-03-02,9.0,MAIL
2023-03-02,7.8,WA
2023-03-02,7.4,TEL
2023-03-02,10.0,PRE
2023-03-02,7.9,PRE
2023-03-02,7.1,WA
2023-03-02,9.2,WA
2023-03-02,7.0,PRE
2023-03-02,6.6,MAIL
2023-03-02,9.1,PRE
2023-03-02,6.8,TEL
2023-03-03,8.9,PRE
2023-03-03,6.4,TEL
2023-03-03,8.6,TEL
2023-03-03,8.4,PRE
2023-03-03,6.4,WA
2023-03-03,6.3,PRE
2023-03-03,8.5,WA
2023-03-03,8.5,PRE
2023-03-03,7.8,PRE
2023-03-06,7.0,MAIL
2023-03-06,8.0,MAIL
2023-03-06,9.7,WA
2023-03-06,7.6,WA
2023-03-06,9.4,PRE
2023-03-06,8.7,WA
2023-03-06,7.8,WA
2023-03-06,6.3,WA
2023-03-06,7.4,MAIL
2023-03-06,7.6,PRE
2023-03-06,7.1,PRE
2023-03-07,6.7,WA
2023-03-07,9.9,PRE
2023-03-07,7.4,TEL
2023-03-07,4.5,TEL
2023-03-08,6.5,PRE
2023-03-08,7.6,WA
2023-03-08,8.5,MAIL
2023-03-08,7.0,WA
2023-03-08,8.7,TEL
2023-03-08,9.0,WA
2023-03-08,9.5,WA
2023-03-08,9.8,WA
2023-03-08,7.4,WA
2023-03-08,9.0,WA
2023-03-08,8.7,WA
2023-03-08,8.6,PRE
2023-03-08,8.3,MAIL
2023-03-08,8.3,MAIL
2023-03-08,10.0,WA
2023-03-10,8.1,MAIL
2023-03-10,10.0,WA
2023-03-10,7.2,WA
2023-03-10,7.6,PRE
2023-03-10,6.7,WA
2023-03-10,6.5,PRE
2023-03-10,7.6,PRE
2023-03-10,6.3,MAIL
2023-03-10,5.7,WA
2023-03-10,8.1,WA
2023-03-14,8.6,MAIL
2023-03-14,8.1,WA
2023-03-14,6.1,TEL
2023-03-14,9.5,WA
2023-03-14,8.5,WA
2023-03-14,7.1,PRE
2023-03-14,8.9,PRE
2023-03-14,6.9,MAIL
2023-03-14,6.9,PRE
2023-03-14,5.7,PRE
2023-03-14,10.0,WA
2023-03-14,9.0,MAIL
2023-03-14,6.8,MAIL
2023-03-15,5.9,TEL
2023-03-15,8.8,WA
2023-03-15,6.5,WA
2023-03-15,8.5,PRE
2023-03-15,8.0,WA
2023-03-16,7.6,WA
2023-03-16,9.1,PRE
2023-03-16,6.9,WA
2023-03-16,7.3,WA
2023-03-16,4.7,WA
2023-03-16,7.8,PRE
2023-03-16,8.5,TEL
2023-03-16,9.9,MAIL
2023-03-16,6.7,WA
2023-03-16,7.9,WA
2023-03-16,9.7,WA
2023-03-16,8.1,PRE
2023-03-16,8.4,PRE
2023-03-16,8.2,WA
2023-03-16,8.2,WA
2023-03-16,7.3,TEL
2023-03-20,8.2,PRE
2023-03-20,6.9,TEL
2023-03-20,6.4,PRE
2023-03-20,7.3,WA
2023-03-20,7.0,MAIL
2023-03-20,8.6,PRE
2023-03-20,7.1,WA
2023-03-20,7.2,WA
2023-03-20,7.7,PRE
2023-03-20,6.7,TEL
2023-03-20,6.9,PRE
2023-03-20,8.2,WA
2023-03-20,6.6,MAIL
2023-03-21,7.8,WA
2023-03-21,7.5,PRE
2023-03-21,6.6,WA
2023-03-21,7.3,TEL
2023-03-21,7.8,PRE
2023-03-21,7.9,WA
2023-03-21,8.8,PRE
2023-03-21,6.5,WA
2023-03-21,10.0,PRE
2023-03-21,9.3,WA
2023-03-21,9.2,TEL
2023-03-21,9.2,MAIL
2023-03-21,5.4,TEL
2023-03-21,7.6,WA
2023-03-21,5.3,WA
2023-03-22,9.8,WA
2023-03-22,8.0,WA
2023-03-22,7.3,PRE
2023-03-22,7.2,MAIL
2023-03-22,7.7,MAIL
2023-03-22,8.1,MAIL
2023-03-22,8.4,WA
2023-03-22,8.1,WA
2023-03-22,8.6,WA
2023-03-22,7.8,PRE
2023-03-22,7.5,PRE
2023-03-22,6.8,WA
2023-03-22,7.0,MAIL
2023-03-23,5.8,PRE
2023-03-23,9.5,PRE
2023-03-23,9.0,PRE
2023-03-23,10.0,TEL
2023-03-23,8.5,PRE
2023-03-23,7.8,WA
2023-03-24,8.7,WA
2023-03-24,7.7,WA
2023-03-24,10.0,PRE
2023-03-24,6.1,WA
2023-03-28,8.2,WA
2023-03-28,7.9,PRE
2023-03-28,9.0,TEL
2023-03-28,7.9,PRE
2023-03-28,5.3,WA
2023-03-28,8.2,WA
2023-03-28,8.2,MAIL
2023-03-28,8.6,MAIL
2023-03-28,10.0,PRE
2023-03-29,8.0,WA
2023-03-29,7.9,MAIL
2023-03-29,7.7,WA
2023-03-29,7.4,WA
2023-03-29,7.0,WA
2023-03-29,8.7,MAIL
2023-03-29,10.0,TEL
2023-03-29,9.9,WA
2023-03-30,8.0,WA
2023-03-30,8.9,WA
2023-03-30,7.0,WA
2023-03-30,3.7,PRE
2023-04-03,7.4,MAIL
2023-04-03,8.2,WA
2023-04-03,9.6,WA
2023-04-03,6.8,PRE
2023-04-03,9.1,PRE
2023-04-03,8.1,TEL
2023-04-04,7.6,WA
2023-04-04,4.7,PRE
2023-04-04,9.0,WA
2023-04-04,9.7,WA
2023-04-04,7.0,PRE
2023-04-04,8.2,PRE
2023-04-05,6.3,TEL
2023-04-05,7.0,WA
2023-04-05,7.9,PRE
2023-04-05,9.2,WA
2023-04-05,5.9,PRE
2023-04-06,7.4,PRE
2023-04-06,9.3,WA
2023-04-06,7.6,WA
2023-04-06,7.8,MAIL
2023-04-06,6.7,WA
2023-04-06,3.1,WA
2023-04-06,7.2,PRE
2023-04-06,7.7,PRE
2023-04-07,8.5,WA
2023-04-07,8.8,WA
2023-04-07,5.0,PRE
2023-04-07,8.4,WA
2023-04-10,9.3,TEL
2023-04-10,7.9,WA
2023-04-10,9.1,PRE
2023-04-10,9.3,MAIL
2023-04-10,6.3,PRE
2023-04-10,8.0,WA
2023-04-11,9.8,WA
2023-04-11,7.4,WA
2023-04-11,6.5,MAIL
2023-04-11,7.6,PRE
2023-04-11,8.6,TEL
2023-04-11,4.4,WA
2023-04-11,9.0,TEL
2023-04-11,8.2,WA
2023-04-11,6.0,MAIL
2023-04-11,7.6,PRE
2023-04-13,8.9,TEL
2023-04-13,4.3,PRE
2023-04-13,6.7,PRE
2023-04-13,4.6,WA
2023-04-13,7.0,PRE
2023-04-13,7.4,PRE
2023-04-13,8.1,PRE
2023-04-13,8.4,MAIL
2023-04-14,10.0,WA
2023-04-14,10.0,MAIL
2023-04-14,6.7,WA
2023-04-14,7.4,PRE
2023-04-15,7.8,TEL
2023-04-15,8.7,TEL
2023-04-17,7.8,WA
2023-04-17,9.5,WA
2023-04-17,8.8,WA
2023-04-17,4.2,PRE
2023-04-17,9.4,MAIL
2023-04-17,6.3,MAIL
2023-04-17,7.8,WA
2023-04-17,8.6,WA
2023-04-17,8.5,WA
2023-04-17,7.7,WA
2023-04-18,9.4,WA
2023-04-18,7.5,WA
2023-04-18,6.0,WA
2023-04-18,9.5,WA
2023-04-18,7.8,WA
2023-04-18,8.5,WA
2023-04-18,9.6,PRE
2023-04-18,7.5,WA
2023-04-18,7.9,WA
2023-04-20,4.7,TEL
2023-04-20,6.3,WA
2023-04-20,9.9,WA
2023-04-20,9.0,PRE
2023-04-20,8.2,WA
2023-04-21,8.8,PRE
2023-04-21,10.0,MAIL
2023-04-21,8.3,WA
2023-04-21,9.4,TEL
2023-04-21,8.0,TEL
2023-04-21,8.8,PRE
2023-04-21,10.0,TEL
2023-04-21,7.0,PRE
2023-04-25,9.0,TEL
2023-04-25,9.0,MAIL
2023-04-25,7.2,PRE
2023-04-25,8.1,WA
2023-04-25,7.0,PRE
2023-04-25,10.0,MAIL
2023-04-25,3.7,MAIL
2023-04-25,7.5,WA
2023-04-25,6.1,WA
2023-04-28,8.6,WA
2023-04-28,8.9,WA
2023-04-28,6.4,PRE
2023-04-28,8.1,MAIL
2023-04-28,9.4,WA
2023-04-28,5.4,WA
2023-04-28,9.1,PRE
2023-04-28,9.8,WA
2023-04-28,9.3,WA
2023-05-01,8.9,TEL
2023-05-01,10.0,PRE
2023-05-01,4.9,WA
2023-05-01,4.9,MAIL
2023-05-01,6.5,PRE
2023-05-01,8.4,TEL
2023-05-01,3.4,WA
2023-05-01,5.9,WA
2023-05-01,7.8,PRE
2023-05-01,7.7,PRE
2023-05-01,9.7,MAIL
2023-05-01,9.9,WA
2023-05-02,5.9,WA
2023-05-02,6.3,WA
2023-05-02,8.4,WA
2023-05-02,7.6,TEL
2023-05-02,8.4,WA
2023-05-02,9.2,WA
2023-05-02,7.0,PRE
2023-05-02,8.6,WA
2023-05-03,7.2,WA
2023-05-03,10.0,PRE
2023-05-03,7.7,WA
2023-05-03,7.7,WA
2023-05-03,6.3,WA
2023-05-03,8.1,TEL
2023-05-03,8.8,TEL
2023-05-03,8.1,TEL
2023-05-04,6.5,WA
2023-05-04,8.6,WA
2023-05-04,7.5,WA
2023-05-04,7.1,PRE
2023-05-04,7.5,TEL
2023-05-05,4.3,TEL
2023-05-05,8.8,MAIL
2023-05-05,7.5,WA
2023-05-05,7.9,MAIL
2023-05-05,5.7,WA
2023-05-05,8.6,WA
2023-05-05,6.0,TEL
2023-05-05,9.5,WA
2023-05-05,8.7,WA
2023-05-05,8.9,WA
2023-05-08,3.4,WA
2023-05-08,7.9,WA
2023-05-08,6.8,PRE
2023-05-08,9.3,WA
2023-05-08,8.6,WA
2023-05-08,8.9,MAIL
2023-05-08,8.0,PRE
2023-05-11,7.7,WA
2023-05-11,6.2,WA
2023-05-11,10.0,PRE
2023-05-11,7.6,PRE
2023-05-11,7.5,PRE
2023-05-11,7.8,WA
2023-05-11,7.4,PRE
2023-05-11,6.6,WA
2023-05-11,6.5,WA
2023-05-11,8.9,PRE
2023-05-11,7.9,PRE
2023-05-12,8.9,WA
2023-05-12,8.5,WA
2023-05-12,8.3,WA
2023-05-12,8.2,MAIL
2023-05-12,2.9,TEL
2023-05-12,6.2,WA
2023-05-13,8.9,PRE
2023-05-13,9.4,WA
2023-05-13,7.7,TEL
2023-05-13,8.5,WA
2023-05-13,4.0,WA
2023-05-17,8.4,WA
2023-05-17,6.1,PRE
2023-05-17,10.0,PRE
2023-05-17,7.0,TEL
2023-05-17,3.4,PRE
2023-05-17,9.2,TEL
2023-05-17,8.7,PRE
2023-05-17,7.0,PRE
2023-05-17,7.0,WA
2023-05-17,6.6,WA
2023-05-17,7.5,PRE
2023-05-18,6.7,PRE
2023-05-18,7.4,WA
2023-05-18,9.6,WA
2023-05-18,8.0,WA
2023-05-18,9.0,PRE
2023-05-18,9.0,WA
2023-05-18,8.9,MAIL
2023-05-18,7.3,PRE
2023-05-18,6.6,WA
2023-05-18,7.6,TEL
2023-05-18,9.5,TEL
2023-05-18,8.2,MAIL
2023-05-18,7.7,WA
2023-05-19,6.7,WA
2023-05-19,8.2,PRE
2023-05-19,6.8,PRE
2023-05-19,8.0,TEL
2023-05-19,9.6,PRE
2023-05-20,6.4,WA
2023-05-23,8.4,PRE
2023-05-23,9.4,WA
2023-05-23,7.1,PRE
2023-05-23,6.3,WA
2023-05-23,9.8,WA
2023-05-23,9.6,MAIL
2023-05-23,8.9,PRE
2023-05-23,7.7,WA
2023-05-23,7.6,PRE
2023-05-23,6.3,WA
2023-05-23,9.0,WA
2023-05-23,8.8,WA
2023-05-25,8.0,MAIL
2023-05-25,7.6,WA
2023-05-25,7.1,MAIL
2023-05-25,7.1,WA
2023-05-25,6.3,WA
2023-05-25,6.9,WA
2023-05-25,8.0,WA
2023-05-25,8.8,WA
2023-05-25,6.3,PRE
2023-05-25,8.2,WA
2023-05-25,6.5,WA
2023-05-25,3.9,MAIL
2023-05-26,8.1,TEL
2023-05-26,7.4,PRE
2023-05-26,7.6,PRE
2023-05-26,7.3,WA
2023-05-29,6.9,WA
2023-05-29,7.6,WA
2023-05-29,8.4,MAIL
2023-05-29,6.4,TEL
2023-05-29,6.4,WA
2023-05-29,9.0,TEL
2023-05-29,10.0,PRE
2023-06-02,6.5,WA
2023-06-02,9.1,TEL
2023-06-02,8.0,WA
2023-06-02,7.5,WA
2023-06-02,8.3,TEL
2023-06-02,8.8,WA
2023-06-02,8.8,TEL
2023-06-02,6.8,MAIL
2023-06-02,6.7,WA
2023-06-02,6.9,PRE
2023-06-02,6.6,WA
2023-06-03,8.7,TEL
2023-06-03,9.4,WA
2023-06-03,6.5,WA
2023-06-03,7.0,PRE
2023-06-03,8.7,TEL
2023-06-03,7.7,MAIL
2023-06-07,8.6,TEL
2023-06-07,8.6,TEL
2023-06-07,8.8,TEL
2023-06-07,7.3,TEL
2023-06-07,6.3,WA
2023-06-07,7.3,WA
2023-06-07,7.9,WA
2023-06-07,5.6,WA
2023-06-07,9.3,MAIL
2023-06-07,9.5,PRE
2023-06-08,6.8,WA
2023-06-08,8.6,WA
2023-06-08,8.6,TEL
2023-06-08,9.2,TEL
2023-06-08,8.7,PRE
2023-06-08,8.1,WA
2023-06-08,6.1,PRE
2023-06-08,7.1,MAIL
2023-06-08,7.1,PRE
2023-06-08,7.5,WA
2023-06-08,6.0,PRE
2023-06-09,7.4,WA
2023-06-09,8.4,PRE
2023-06-09,7.9,WA
2023-06-09,6.6,WA
2023-06-09,10.0,WA
2023-06-09,8.4,WA
2023-06-09,6.8,MAIL
2023-06-09,8.1,WA
2023-06-09,10.0,PRE
2023-06-09,7.5,WA
2023-06-09,6.3,WA
2023-06-13,8.7,TEL
2023-06-13,6.0,PRE
2023-06-13,7.3,PRE
2023-06-13,7.5,MAIL
2023-06-13,5.4,WA
2023-06-13,6.6,WA
2023-06-13,8.1,PRE
2023-06-14,7.3,WA
2023-06-14,10.0,PRE
2023-06-14,7.8,PRE
2023-06-14,7.9,WA
2023-06-14,9.7,PRE
2023-06-14,7.3,WA
2023-06-14,6.7,MAIL
2023-06-14,6.8,MAIL
2023-06-14,8.5,MAIL
2023-06-14,9.1,WA
2023-06-14,7.1,TEL
2023-06-15,8.7,WA
2023-06-15,6.4,MAIL
2023-06-15,8.0,PRE
2023-06-15,10.0,TEL
2023-06-15,9.6,TEL
2023-06-15,9.1,TEL
2023-06-15,6.2,WA
2023-06-15,8.5,PRE
2023-06-15,6.7,WA
2023-06-16,6.6,WA
2023-06-16,7.2,WA
2023-06-16,7.8,WA
2023-06-16,7.6,PRE
2023-06-16,7.3,TEL
2023-06-16,8.0,PRE
2023-06-16,10.0,PRE
2023-06-16,7.9,WA
2023-06-16,9.0,WA
2023-06-16,9.1,PRE
2023-06-16,7.6,MAIL
2023-06-16,9.6,WA
2023-06-16,7.4,PRE
2023-06-19,8.5,MAIL
2023-06-19,8.9,WA
2023-06-19,8.1,PRE
2023-06-19,4.6,PRE
2023-06-19,8.0,WA
2023-06-19,7.8,PRE
2023-06-19,7.8,WA
2023-06-19,9.1,WA
2023-06-19,3.8,TEL
2023-06-19,9.1,WA
2023-06-19,7.0,PRE
2023-06-19,10.0,WA
2023-06-19,7.9,PRE
2023-06-19,7.3,PRE
2023-06-19,10.0,WA
2023-06-20,6.4,WA
2023-06-20,7.3,TEL
2023-06-20,8.3,PRE
2023-06-20,9.8,PRE
2023-06-20,7.1,WA
2023-06-20,8.2,TEL
2023-06-20,9.2,PRE
2023-06-20,9.2,PRE
2023-06-20,8.1,WA
2023-06-20,7.1,PRE
2023-06-20,6.4,PRE
2023-06-20,6.8,WA
2023-06-21,8.9,PRE
2023-06-21,6.5,WA
2023-06-21,6.0,PRE
2023-06-21,7.6,TEL
2023-06-23,6.2,WA
2023-06-23,6.9,WA
2023-06-23,8.0,PRE
2023-06-23,7.8,PRE
2023-06-23,6.2,PRE
2023-06-23,9.3,PRE
2023-06-23,8.5,PRE
2023-06-23,5.0,WA
2023-06-23,7.8,WA
2023-06-23,10.0,MAIL
2023-06-23,6.6,PRE
2023-06-23,9.5,PRE
2023-06-23,7.8,TEL
2023-06-27,8.0,PRE
2023-06-27,6.7,MAIL
2023-06-27,7.3,TEL
2023-06-27,8.1,MAIL
2023-06-27,6.4,TEL
2023-06-27,7.2,TEL
2023-06-27,9.3,PRE
2023-06-27,7.3,PRE
2023-06-27,7.1,TEL
2023-06-27,8.0,PRE
2023-06-27,8.8,MAIL
2023-06-27,7.6,WA
2023-06-28,7.6,WA
2023-06-28,9.2,MAIL
2023-06-28,9.1,WA
2023-06-28,9.2,MAIL
2023-06-28,7.5,WA
2023-06-28,8.2,TEL
2023-06-28,8.4,WA
2023-06-28,3.9,WA
2023-06-28,4.3,WA
2023-06-28,3.7,WA
2023-06-28,6.9,WA
2023-06-28,8.2,TEL
2023-06-28,7.3,WA
2023-06-28,8.6,MAIL
2023-06-28,7.4,TEL
2023-06-29,6.6,WA
2023-06-29,8.5,WA
2023-06-29,7.2,WA
2023-06-29,9.5,PRE
2023-06-29,10.0,WA
2023-06-29,8.0,TEL
2023-06-30,7.0,TEL
2023-06-30,8.4,MAIL
2023-06-30,7.8,WA
2023-06-30,8.4,WA
2023-06-30,8.5,WA
2023-06-30,7.5,WA
2023-06-30,8.3,WA
2023-06-30,7.8,TEL
2023-06-30,8.5,PRE
2023-06-30,5.7,TEL
2023-06-30,9.3,WA
2023-06-30,7.0,PRE
2023-06-30,7.0,TEL
2023-06-30,8.0,PRE
2023-06-30,8.1,TEL
2023-07-03,7.1,WA
2023-07-03,8.1,WA
2023-07-03,7.8,PRE
2023-07-03,7.8,PRE
2023-07-03,7.8,TEL
2023-07-03,6.6,PRE
2023-07-03,9.2,WA
2023-07-03,8.3,PRE
2023-07-03,7.3,WA
2023-07-04,5.3,TEL
2023-07-04,9.3,MAIL
2023-07-04,7.8,WA
2023-07-04,8.2,WA
2023-07-04,5.8,WA
2023-07-04,9.2,PRE
2023-07-04,6.7,WA
2023-07-04,6.4,WA
2023-07-05,4.0,WA
2023-07-05,7.4,WA
2023-07-05,8.0,WA
2023-07-05,8.8,WA
2023-07-05,7.3,WA
2023-07-05,6.1,PRE
2023-07-05,8.6,PRE
2023-07-05,8.3,TEL
2023-07-05,8.3,WA
2023-07-05,8.5,PRE
2023-07-05,5.1,WA
2023-07-05,8.2,WA
2023-07-06,6.7,WA
2023-07-06,9.4,WA
2023-07-06,8.2,PRE
2023-07-06,7.5,MAIL
2023-07-06,7.5,PRE
2023-07-06,6.4,PRE
2023-07-06,9.0,WA
2023-07-06,9.4,TEL
2023-07-06,8.8,PRE
2023-07-06,8.2,PRE
2023-07-06,10.0,MAIL
2023-07-06,7.2,TEL
2023-07-07,5.9,WA
2023-07-07,6.9,PRE
2023-07-07,5.0,TEL
2023-07-07,8.4,MAIL
2023-07-07,6.9,WA
2023-07-10,3.8,MAIL
2023-07-10,8.7,WA
2023-07-10,7.9,PRE
2023-07-10,9.8,PRE
2023-07-10,9.1,WA
2023-07-10,8.2,WA
2023-07-10,7.8,MAIL
2023-07-10,7.7,WA
2023-07-10,6.6,WA
2023-07-10,6.4,WA
2023-07-10,9.9,WA
2023-07-10,8.8,WA
2023-07-10,9.2,PRE
2023-07-10,7.8,TEL
2023-07-13,6.0,PRE
2023-07-13,7.8,PRE
